title_id,name,promotion,active,rating,votes
59,WCW World Tag Team Championship,1.0,False,7.34,50.0
4331,AEW World Championship,2287.0,True,9.36,247.0
461,BJW Death Match Heavyweight Championship,117.0,True,9.15,34.0
470,WEW Hardcore Championship,242.0,False,,
1955,AAA Fusion Championship,122.0,False,,
90,BCW Can-Am Tag Team Championship,1659.0,True,,
800,NWA Missouri Heavyweight Championship,1055.0,True,,
1234,Open The Freedom Gate Championship,601.0,False,7.86,7.0
1995,ECW Pennsylvania Heavyweight Championship,3.0,False,3.0,2.0
2671,GFW Global Championship,1303.0,False,3.5,2.0
1531,IWGP Intercontinental Championship,7.0,False,9.32,192.0
3426,Kyushu Pro Tag Team Championship,676.0,True,,
235,FIP World Heavyweight Championship,47.0,True,7.47,19.0
139,NWA World Welterweight Championship,1632.0,False,,
5043,Zona 23 Extremo Championship,2240.0,True,8.0,1.0
787,UWF North American Championship,64.0,False,,
575,SHIMMER Championship,90.0,False,9.18,22.0
404,Tenryu Project International Junior Heavyweight Tag Team Championship,644.0,True,,
343,AWA World Light Heavyweight Championship,41.0,False,0.0,1.0
4661,FTW Championship,2287.0,True,4.0,83.0
3397,NWA Los Angeles Beat The Champ Championship,682.0,False,,
1469,Innovate Television Championship,726.0,False,,
128,OVW Heavyweight Championship,11.0,True,6.13,24.0
103,AAA World Mixed Tag Team Championship,122.0,True,,
149,WCW Cruiserweight Tag Team Championship,2.0,False,4.14,36.0
2074,UWF Heavyweight   Championship,661.0,False,,
3085,New South Championship,1695.0,True,,
758,WCW World Cruiserweight Championship,2.0,False,9.04,48.0
508,Mexican National Welterweight Championship,78.0,True,,
200,World Class World Light Heavyweight Championship,62.0,False,,
801,WCW International World Heavyweight Championship,2.0,False,9.57,7.0
96,CMLL World Tag Team Championship,78.0,True,,
410,UWA World Trios Championship,1127.0,True,,
2422,DDT King Of Dark Championship,118.0,False,10.0,2.0
773,AAA Mega Championship,122.0,True,8.25,16.0
5035,SPW Southeast Asian Championship,1139.0,True,9.0,1.0
2037,SHINE Championship,940.0,True,8.25,8.0
2003,King Of FREEDOM World Championship,602.0,True,9.5,2.0
158,NWA World Television   Championship,15.0,False,,
4394,GHC National Championship,8.0,True,9.0,21.0
