event_id,broadcast_type,broadcast_date,tv_station_network,tv_rating
18010,Live,2008-02-15,Nippon TV / G+,
85131,Taped,2012-09-20,WWE.com,
60523,Taped,1994-09-27,lokale TV Sender (USA),
105733,Taped,2013-01-19,Samurai! TV,
101566,Taped,2014-02-01,lokale TV Sender (USA),
104092,Taped,2014-01-15,,
144618,Taped,2015-12-30,WWE Network,
367176,Live,2023-07-04,FITE TV,
138247,Taped,2015-10-03,CadenaTres,
211101,Live,2018-10-07,Dragon Gate Network,
223130,Taped,2019-02-13,WWE Network,
146477,Live,2016-02-03,niconico.jp,
11849,Taped,2006-09-15,lokale TV Sender (USA),
3555,Live,1997-04-07,USA Network,2.2
10245,Live,2004-12-12,Spike TV,
97941,Taped,2001-05-03,lokale TV Sender (USA),
63475,Taped,2011-05-19,Spike TV,1.2
300950,Live,2021-02-17,TNT,
159359,Taped,2016-09-10,DragonGateStudio.com,
75186,Taped,,TV Asahi,
247902,Live,2019-11-22,Marca,
263544,Taped,1988-11-12,,
47446,Taped,1997-05-29,lokale TV Sender (USA),
142632,Taped,1976-07-31,,
356360,Taped,2022-11-22,YouTube.com,
18203,,,,
298803,Live,2020-12-13,AJPW.tv,
344115,Taped,2022-05-31,YouTube.com,
124969,Taped,2015-02-14,52MX,
62618,Taped,2011-04-28,Spike TV,1.09
88069,Taped,2012-11-22,Spike TV,0.8
99113,Taped,2013-08-16,WWE.com,
318771,Taped,2021-07-30,NJPWWorld.com,
4044,Live,1993-01-13,TBS,2.9
127783,Taped,2015-04-11,CadenaTres,
24101,Taped,2005-01-22,Samurai! TV,
67155,Taped,2011-07-30,Televisa Deportes,
6307,Taped,1987-01-10,lokale TV Sender (USA),
196601,Taped,2018-04-02,niconico.jp,
62405,Taped,2011-05-08,Televisa Deportes,
9737,Taped,,TV Asahi,
69746,Taped,2011-10-01,lokale TV Sender (USA),
18007,Taped,1995-08-27,lokale TV Sender (USA),
310007,Live,2021-04-29,AbemaTV,
18518,Live,,MSG Network,
35136,Taped,1994-07-02,lokale TV Sender (USA),
52747,Taped,,Gaora TV,
74936,Live,2012-02-10,Samurai! TV,
18035,Taped,,Gaora TV,
72946,Live,2011-12-23,Gaora TV,
1617,Live,1996-02-11,,
188469,Live,2017-12-04,YouTube.com,
5536,,,,
14201,Taped,1991-03-30,lokale TV Sender (USA),
157691,Taped,1977-11-12,,
347084,Live,2022-09-11,Samurai! TV,
195822,Live,2018-03-21,DDTuniverse.com,
127972,Taped,1969-01-25,,
186327,Taped,2017-11-02,Hulu,
158819,Live,2016-08-04,niconico.jp,
17764,Taped,1994-02-20,lokale TV Sender (USA),
173062,Taped,2017-04-27,Samurai! TV,
85982,Taped,,TV Asahi,
364501,Taped,1991-02-16,TBS,
188611,Live,2017-12-08,NJPWWorld.com,
92240,Taped,2013-03-20,,
333227,Taped,2022-01-27,BT Sport,
182695,Taped,2004-12-08,Samurai! TV,
66913,Taped,1984-04-13,TV Asahi,
1626,Live,1996-12-29,,
264565,Taped,2020-04-27,USA Network,
67157,Taped,2011-07-30,CadenaTres,
32850,Taped,1996-02-11,lokale TV Sender (USA),
251136,Live,2019-12-30,USA Network,
251370,Live,2020-01-03,Marca,
329873,Taped,,Nippon TV,
56146,Taped,2008-03-30,Televisa Deportes,
354777,Live,2022-12-04,FITE TV,
252794,Live,2020-01-24,WWE Network,
324498,Taped,2021-10-07,BT Sport,
112104,Taped,2014-06-13,Gaora TV,
309202,Taped,2021-05-14,WWE Network,
262422,Live,2020-04-18,Samurai! TV,
259175,Taped,2020-03-20,lokale TV Sender (USA),
10622,Live,,Sci Fi Channel,1.7
177510,,,,
196955,Live,2018-04-07,AJPW.tv,
146984,Taped,1991-08-24,TBS,
198525,Live,2018-05-09,ROHWrestling.com,
189518,Live,2017-12-24,Samurai! TV,
12746,Taped,1996-06-22,TBS,
51692,Taped,2010-05-25,Syfy,
188106,Taped,2017-11-29,WWE Network,
83252,Live,2012-08-05,TV Asahi,
136862,Taped,2015-09-11,WWE Network,
301429,Taped,2021-01-19,AXS TV,
222844,Live,2019-02-09,niconico.jp,
315671,Taped,2021-06-22,Wrestle Universe,
222639,Live,2019-02-08,Twitch.tv,
1992,Live,1997-02-16,,
115525,Taped,2014-08-24,Samurai! TV,
361404,Taped,2023-03-28,USA Network,
231595,Taped,2019-05-31,Pursuit Channel,
189498,Taped,2017-12-21,Hulu,
132322,Taped,2015-07-05,Gaora TV,
5056,Live,2005-12-12,USA Network,4.1
314280,Taped,1991-12-14,TBS,
67455,Taped,2011-08-06,52MX,
1230,,,,
11124,Live,2007-05-07,USA Network,3.6
239348,Live,2019-09-18,USA Network,
179503,Taped,2017-07-13,Hulu,
155909,Live,2016-06-13,USA Network,
338382,Taped,2022-03-15,YouTube.com,
52912,Taped,2005-02-20,Televisa Deportes,
48026,Taped,2000-10-09,Sports-i ESPN,
2302,Live,,TNN,4.1
355670,Live,2022-11-13,AJPW.tv,
101361,Taped,2013-09-28,Fox Sports,
47403,Taped,2001-01-15,Sports-i ESPN,
314327,Taped,1990-01-06,TBS,
156580,Live,2016-10-30,WWE Network,
276637,Taped,2020-06-20,Fight Network,
18405,Taped,1983-07-23,lokale TV Sender (USA),
40902,Taped,2008-12-21,Televisa Deportes,
19508,Taped,2000-03-11,TBS,
149844,Live,2016-03-28,USA Network,
19972,Taped,1999-02-20,TBS,2.8
4835,Live,1984-12-28,MSG Network,
74789,Taped,2012-02-01,WWE.com,
139316,Taped,2001-05-10,Samurai! TV,
97527,Taped,2013-07-23,Gaora TV,
394371,Taped,1982-01-02,lokale TV Sender (USA),
82104,Taped,,,
48832,Taped,2010-03-15,Spike TV,0.8
33865,Taped,1992-07-11,lokale TV Sender (USA),
195021,Taped,,DuMont Television Network,
309198,Live,2021-06-04,FOX,
3276,Live,,Nippon TV,
19603,Taped,1985-07-06,lokale TV Sender (USA),
221703,Live,2019-01-28,USA Network,
361397,Live,2023-03-27,USA Network,
352441,Taped,2022-12-02,TNT,
43493,Taped,,TV Asahi,
50919,Taped,2010-05-06,WGN,
1727,Live,2001-01-14,,
67652,Taped,2011-08-21,Galavision,
151094,Live,2016-05-03,TV Asahi,
39259,Taped,1986-08-12,ESPN,
61886,Taped,2001-08-09,MTV,
370281,Taped,2023-07-14,TNT,
119949,Taped,2014-11-13,Nippon TV,
362672,Live,2023-05-24,TBS,
41844,Taped,,Gaora TV,
112499,Taped,1995-09-02,TBS,
295570,Live,2020-11-03,Samurai! TV,
136985,Taped,1984-06-08,TV Asahi,
57806,Taped,2000-10-21,lokale TV Sender (USA),
309491,Taped,,AMX,
68812,Taped,2011-09-15,Spike TV,
84011,Taped,2001-07-21,Televisa Deportes,
368578,Taped,1995-03-26,Syndication,
54872,Taped,2010-08-15,Samurai! TV,
300966,Taped,2021-01-22,NJPWWorld.com,
249314,Live,2020-01-24,FITE TV,
210356,Live,2018-10-02,DDTuniverse.com,
314639,Taped,1990-04-27,TBS,
69560,Taped,2011-10-06,Samurai! TV,
182847,Taped,2006-02-15,Samurai! TV,
178045,Taped,,niconico.jp,
64940,Taped,2011-06-11,Televisa Deportes,
127021,Taped,2015-04-19,YouTube.com,
236528,Live,2019-08-11,Samurai! TV,
208061,Taped,1984-09-29,,
18571,Live,1988-10-24,MSG Network,
118767,Taped,2015-01-31,lokale TV Sender (USA),
313160,Taped,2021-05-27,AXS TV,
238140,Taped,2014-09-10,DragonGateStudio.com,
144148,Taped,1977-03-12,,
12304,Taped,2007-07-06,The CW,2.6
359171,Live,2023-01-03,YouTube.com,
323739,Taped,2021-09-16,AJPW.tv,
4155,Live,1997-10-20,TNT,4.6
175744,Taped,1982-08-08,,
351801,Live,2022-09-18,Wrestle Universe,
131050,Taped,1970-11-21,,
383722,Taped,1979-08-04,lokale TV Sender (USA),
182017,Taped,2002-04-11,Samurai! TV,
118605,Taped,2014-10-11,Fox Sports,
4153,Live,1997-10-06,TNT,3.9
316287,Taped,1990-09-23,TBS,
55218,Taped,2010-09-10,,
16752,Taped,,Gaora TV,
123759,Taped,1965-08-28,,
5470,Live,2001-09-02,Samurai! TV,
97877,Taped,2000-03-17,lokale TV Sender (USA),
174651,Taped,1981-10-18,,
70641,Taped,2011-10-08,CadenaTres,
127237,Taped,1991-09-09,USA Network,
10731,Live,2007-04-13,Perfect Choice,
97378,Taped,,Nippon TV,
78508,Taped,1997-03-08,Televisa Deportes,
348983,Taped,2022-08-10,Wrestle Universe,
3433,Taped,1997-01-06,USA Network,2.1
141414,Taped,2015-11-21,lokale TV Sender (USA),
108353,Taped,2014-09-05,PPV Sender,
93890,Taped,2013-03-23,CadenaTres,
369084,Live,2023-06-18,Wrestle Universe,
59714,Taped,2009-09-13,Televisa Deportes,
298847,Taped,2020-12-15,AXS TV,
8039,Taped,2006-09-26,Samurai! TV,
18246,Taped,1985-11-02,lokale TV Sender (USA),
17993,Taped,1995-05-14,lokale TV Sender (USA),
299012,Live,2020-12-20,WWE Network,
103259,Taped,2013-11-15,Gaora TV,
41617,Taped,2009-07-30,Spike TV,1.3
193608,Live,2018-02-17,Fight Network,
13361,Taped,2003-11-15,Spike TV,
8106,,,,
207865,Taped,2018-09-04,AXS TV,
347096,Taped,,,
118318,Taped,,TBS,
165036,Live,2016-11-27,Gaora TV,
260838,Taped,1988-10-08,,
9438,Taped,2001-04-22,MTV,
136152,Taped,1986-05-03,,
2296,Live,2002-05-13,TNN,3.9
150016,Taped,,,
2161,Live,2000-09-11,USA Network,5.8
2492,Live,2003-12-08,Spike TV,3.8
25832,Taped,2008-08-21,Spike TV,1.1
232363,Live,2019-08-01,Samurai! TV,
221746,Live,2019-01-29,USA Network,
182849,Taped,2006-03-01,Samurai! TV,
225351,Taped,2020-04-05,WWE Network,
359020,Taped,1972-01-22,lokale TV Sender (USA),
296102,Live,2020-12-21,NJPWWorld.com,
163961,Live,2016-11-07,USA Network,
238128,Taped,2013-09-10,DragonGateStudio.com,
3043,Taped,2000-06-15,UPN,4.6
19601,Taped,,lokale TV Sender (USA),
41955,Taped,2002-12-21,BS Asahi,
54585,Live,2011-01-30,,
128346,Taped,1969-05-18,,
394145,Taped,1981-01-10,lokale TV Sender (USA),
88543,Taped,,Samurai! TV,
197824,Live,2018-04-25,AJPW.tv,
15085,Taped,2007-12-08,Gaora TV,
215087,Live,2018-11-13,AJPW.tv,
41711,,,,
367858,Taped,2023-06-09,lokale TV Sender (Japan),
167378,Taped,2017-01-03,WWE Network,
190516,Taped,2018-01-16,Samurai! TV,
73133,Taped,2011-12-16,Syfy,
1209,,,,
150311,Live,2016-08-19,PPV Sender,
13492,Taped,2000-08-25,TNN,0.8
19537,Live,2007-06-03,Nippon TV / G+,
107015,Taped,2013-12-14,CadenaTres,
178465,Live,2017-06-26,USA Network,
102567,Taped,2013-10-24,Spike TV,1.0
67952,Taped,2011-08-20,52MX,
189372,Live,2017-12-22,G+,
96203,Taped,,Nippon TV,
46243,Taped,2009-12-24,WGN,
38762,Taped,1999-08-21,TBS,1.7
21251,Taped,1993-10-26,SportsChannel Philadelphia,
7554,Taped,1993-03-13,lokale TV Sender (USA),
51999,Live,2005-03-02,,
227097,Taped,2019-05-04,Fight Network,
366077,Live,2023-08-13,TV Asahi,
255600,Live,2020-02-22,Twitch.tv,
11587,Taped,,TV Asahi,
324279,Live,2021-09-23,NJPWWorld.com,
1502,Taped,2004-09-10,FSN,0.2
206192,Live,2018-08-19,WWE Network,
214964,Taped,2018-10-13,lokale TV Sender (USA),
170686,Taped,1984-04-22,USA Network,
356294,,,,
360612,Live,2023-02-07,USA Network,
384621,Live,2024-04-04,TrillerTV,
211124,,,,
370729,Taped,2023-07-20,YouTube.com,
124968,Taped,2015-02-07,52MX,
4547,Taped,2001-06-07,UPN,3.9
55953,Taped,,TV Asahi,
320776,Taped,2021-08-21,Demand-PROGRESS.com,
15406,Taped,2003-12-10,Samurai! TV,
75823,Taped,2012-01-07,Televisa Deportes,
2659,Live,2004-12-06,Spike TV,3.9
55917,Taped,1978-09-23,,
17823,Taped,1994-03-13,lokale TV Sender (USA),
2334,Live,,TNN,3.8
13613,Taped,2007-09-11,J-SPORTS ESPN,
19083,Live,2003-06-29,Nippon TV / G+,
289532,Taped,1992-11-14,,
5131,Taped,2005-12-30,UPN,2.6
34158,Taped,1993-07-31,lokale TV Sender (USA),
1591,Taped,1994-03-19,TBS,
354282,Taped,2022-10-25,Wrestle Universe,
126965,Taped,,,
57166,Taped,2008-09-14,Samurai! TV,
83943,Taped,2012-08-24,Samurai! TV,
182477,Live,2017-08-25,Claro Sports,
313904,Taped,2021-05-29,HT,
91022,Taped,2004-06-26,Galavision,
35604,Taped,2009-03-01,Televisa Deportes,
334503,Taped,2022-01-16,YouTube.com,
246788,Live,2019-11-08,Marca,
106695,Taped,1997-06-07,lokale TV Sender (USA),
339095,Live,2022-03-25,Ticketmaster Live,
392524,Taped,1990-12-08,Syndication,
165711,Taped,,niconico.jp,
11341,Taped,2003-03-22,lokale TV Sender (USA),
170929,Taped,,Nippon TV,
89480,Taped,2012-12-19,ion Television,
174868,Live,2017-05-14,DDTuniverse.com,
391280,Taped,1990-02-24,,
366691,Live,2023-05-07,AJPW.tv,
392607,Taped,1991-01-19,WGN,
192582,Taped,2018-01-20,lokale TV Sender (USA),
373888,Taped,2023-11-11,Space,
162444,Taped,,KPLR,
391003,Taped,1991-12-15,Syndication,
69204,Taped,2011-09-17,Fox Sports,
309844,Taped,2021-04-27,YouTube.com,
152116,Live,2016-08-03,NJPWWorld.com,
4414,Live,2000-10-23,TNT,2.2
117361,Taped,2014-09-18,WWE Network,
286548,Live,2020-08-26,WWE Network,
328355,Taped,2021-11-09,FITE TV,
246801,Taped,2019-11-12,DDTuniverse.com,
356506,Taped,2022-12-08,Hulu,
85338,Taped,2012-10-27,lokale TV Sender (USA),
96799,Taped,1964-06-06,,
150507,Taped,2021-05-18,YouTube.com,
291445,Live,2020-11-07,FITE TV,
126968,Taped,2015-03-21,lokale TV Sender (USA),
109845,Taped,1993-04-17,lokale TV Sender (USA),
16815,Taped,1989-11-26,lokale TV Sender (USA),
135011,Taped,1973-04-28,,
20171,Taped,,CoLours TV,
193620,Taped,2018-02-22,Samurai! TV,
245166,Live,2019-12-13,FITE TV,
16576,Taped,2008-02-18,TheSuperstation.tv,
391283,Taped,1990-03-04,TBS,
294114,Taped,,,
162276,Taped,2016-10-20,Samurai! TV,
361797,Taped,1977-09-03,lokale TV Sender (USA),
114872,Taped,2014-08-07,WWE Network,
128423,Taped,1969-07-26,,
84127,Taped,1996-02-25,TBS,
42987,Taped,1993-05-16,Televisa Deportes,
12482,Taped,1998-09-12,TBS,
65320,Taped,1992-09-19,Galavision,
1637,Live,1997-11-23,,
48267,Taped,2010-05-03,HDNet,
293896,Taped,,,
128993,Taped,2015-05-07,Syfy,
121752,Taped,2014-12-25,Nippon TV,
54593,Live,2011-08-14,PPV Sender,
152149,Live,2016-05-01,WWE Network,
324322,Taped,2021-09-23,AXS TV,
17117,Live,2008-01-20,Nippon TV / G+,
16090,Taped,2001-01-06,lokale TV Sender (USA),
83324,Live,2012-08-06,USA Network,3.1
319666,Taped,1989-04-29,,
118307,Live,2014-10-07,WWE Network,
42277,Live,2009-08-02,G+,
133331,Live,2015-07-25,NJPWWorld.com,
82071,Taped,2012-06-04,,
385538,Live,2024-04-29,USA Network,
129593,Taped,2009-04-03,TNAwrestling.com,
16910,Taped,1990-03-04,lokale TV Sender (USA),
314414,Taped,1990-03-24,,
62382,Taped,2011-04-30,KDOC-TV,
99838,Taped,2013-01-15,Challenge TV,
142802,Live,2015-12-07,YouTube.com,
98860,Taped,2013-08-03,lokale TV Sender (USA),
12996,Taped,2007-08-08,J-SPORTS ESPN,
17102,Taped,1991-03-10,lokale TV Sender (USA),
34373,Taped,1993-11-20,lokale TV Sender (USA),
136137,Taped,2015-08-29,Samurai! TV,
116094,Taped,2014-09-04,Samurai! TV,
103976,Taped,,Nippon TV,
245708,Live,2019-10-28,USA Network,
46859,Taped,,TV Asahi,
321984,Taped,2021-08-31,YouTube.com,
153310,Taped,,,
65491,Taped,2011-06-25,Fox Sports,
76092,Taped,2012-03-07,Challenge TV,
115701,Live,2014-08-17,TripleManiaTV.com,
30099,Taped,2008-10-20,TheSuperstation.tv,
278939,Taped,2020-08-10,USA Network,
19009,Taped,,Samurai! TV,
182688,Taped,2004-11-03,Samurai! TV,
83952,Taped,,TV Asahi,
12431,Taped,1988-10-22,lokale TV Sender (USA),
225134,Live,2019-03-05,USA Network,
177728,Taped,1983-05-08,,
1953,Live,1995-09-24,PPV Sender,
66886,Taped,2011-07-16,Fox Sports,
80728,Taped,2012-06-07,WWE.com,
19285,Live,,Samurai! TV,
195346,Live,2018-03-13,WWE Network,
253813,Taped,2020-02-04,YouTube.com,
95180,Taped,2013-06-14,Gaora TV,
368796,Taped,2018-12-27,POP TV,
13745,Taped,1990-04-21,lokale TV Sender (USA),
109168,Taped,2014-03-14,Samurai! TV,
14038,Taped,2007-10-12,lokale TV Sender (USA),
386262,Taped,1997-11-15,,
107114,Taped,2013-11-24,TVC Deportes,
133590,Taped,2014-11-23,Challenge TV,
10091,Taped,2002-04-07,MTV,
278507,Taped,,Samurai! TV,
299165,Taped,2021-01-22,lokale TV Sender (USA),
61986,Taped,2011-04-24,Televisa Deportes,
18557,Live,,USA Network,3.5
10014,Taped,2007-02-01,Spike TV,1.0
186674,Taped,1986-04-20,,
60453,Live,2011-02-21,USA Network,3.9
347763,Taped,1980-05-03,,
1398,Live,2002-12-11,,
199042,Taped,2018-05-18,beIN SPORTS (USA),
229927,Taped,2019-05-01,WWE Network,
2837,Live,1999-07-12,USA Network,6.0
40195,Taped,2009-06-10,Gaora TV,
87898,Taped,2003-08-16,Televisa Deportes,
250495,Live,2019-12-20,Marca,
17790,Taped,2008-02-23,Samurai! TV,
302279,Live,2021-02-22,USA Network,
94937,Taped,1996-11-16,TV Asahi,
165915,Live,2016-12-11,Gaora TV,
349735,Taped,2022-09-03,YouTube.com,
351432,Taped,,,
56600,Taped,,TV Asahi,
195478,Taped,2018-03-15,Fight Network,
107553,Live,2014-02-24,USA Network,
181717,Taped,2017-08-10,POP TV,
342699,Taped,2022-05-10,YouTube.com,
177714,Taped,2017-06-10,lokale TV Sender (USA),
112446,Taped,2014-06-20,WWE Network,
392606,Taped,1991-01-12,WGN,
202368,Live,2018-07-12,DDTuniverse.com,
14417,Taped,1992-01-04,lokale TV Sender (USA),
34083,Taped,1992-08-16,TBS,
45798,Taped,2009-12-10,Spike TV,
37767,Taped,1999-03-06,TBS,2.4
180070,Taped,2017-06-24,lokale TV Sender (USA),
24195,Taped,2005-11-23,Samurai! TV,
6270,Taped,1986-09-06,lokale TV Sender (USA),
333894,Live,2022-04-01,ROHWrestling.com,
148965,Live,2016-03-14,YouTube.com,
313954,Taped,1992-12-13,TBS,
129460,Taped,2010-06-06,TNAwrestling.com,
2693,Live,2005-02-28,Spike TV,4.1
84449,Taped,2002-03-23,Televisa Deportes,
291962,Taped,2020-10-15,Hulu,
6281,Taped,1986-10-18,lokale TV Sender (USA),
13780,Live,2007-09-16,PPV Sender,
145564,Taped,2016-02-06,Samurai! TV,
72481,Taped,2011-12-01,Spike TV,1.2
217228,Live,2018-12-06,AJPW.tv,
67039,Taped,2011-08-04,WWE.com,
135976,Taped,2015-08-20,WWE Network,
239261,Live,2019-09-04,NJPWWorld.com,
18094,Taped,1984-11-10,lokale TV Sender (USA),
58925,Taped,2010-12-27,HDNet,
149258,Taped,,niconico.jp,
160721,Live,2016-09-06,YouTube.com,
8293,Taped,2006-09-29,The CW,2.5
213379,Taped,2018-10-28,Samurai! TV,
28523,Taped,,Gaora TV,
113206,Live,2014-07-01,WWE Network,
127501,Taped,2015-04-04,CadenaTres,
343698,Taped,2022-07-28,Hulu,
63349,Taped,2011-06-22,Samurai! TV,
34348,Taped,1997-10-18,lokale TV Sender (USA),
94734,Taped,2013-04-20,lokale TV Sender (USA),
47358,Taped,1996-08-13,lokale TV Sender (USA),
355096,Live,2023-01-06,TNT,
292068,Taped,,,
42012,Taped,2002-05-04,Samurai! TV,
173797,Taped,2017-05-07,Samurai! TV,
46955,Taped,1995-04-16,Televisa Deportes,
4630,Taped,2002-10-24,UPN,3.7
60220,Taped,1981-08-07,TV Asahi,
85682,Taped,2012-09-22,CadenaTres,
133336,Live,2015-08-02,Samurai! TV,
14213,Taped,1991-06-08,lokale TV Sender (USA),
146908,Taped,1984-03-11,,
203651,Live,2018-07-27,Samurai! TV,
318730,Taped,2021-07-30,lokale TV Sender (USA),
149297,Taped,1992-08-15,TBS,1.6
139824,Live,2015-11-01,niconico.jp / GAORA TV,
186442,Taped,2017-11-04,Fight Network,
353561,Taped,2022-10-13,Wrestle Universe,
191758,Taped,2018-01-18,Fight Network,
371210,Live,2023-10-12,FITE TV,
190475,Live,2018-01-02,YouTube.com,
148778,Taped,2016-03-28,Gaora TV,
46866,Taped,,TV Asahi,
135441,Taped,2014-08-18,Samurai! TV,
70637,Taped,2011-10-08,Fox Sports,
127530,Taped,2015-04-23,Gaora TV,
72327,Taped,2011-11-22,Samurai! TV,
16107,Live,,,
105558,Taped,2014-01-01,ion Television,
97254,Taped,2013-06-28,Syfy,1.8
173923,Taped,2017-04-27,Hulu,
131826,Taped,2013-07-17,Challenge TV,
128827,Taped,1969-09-14,,
113723,Taped,2014-07-18,Syfy,2.0
93007,Taped,2013-03-15,Gaora TV,
172330,Taped,2017-04-06,POP TV,
88278,Taped,2012-10-02,Samurai! TV,
198083,Taped,2018-04-28,Fight Network,
315333,Live,2021-06-18,YouTube.com,
287183,Live,2020-08-30,G+,
177731,Taped,1983-05-15,,
94851,Taped,2013-04-20,52MX,
314328,Taped,1990-01-13,TBS,
333096,Live,1995-08-26,,
182948,Taped,2006-12-14,Samurai! TV,
20818,Taped,2002-07-25,Samurai! TV,
177145,Taped,2017-06-26,Gaora TV,
182475,Taped,2017-09-11,Gaora TV,
376988,Live,2024-01-27,TrillerTV,
394170,Taped,1981-01-24,lokale TV Sender (USA),
28275,Live,1980-05-10,PRISM Network,
12476,Taped,1998-05-16,TBS,
55960,Taped,,,
94670,Taped,,TBS,
249129,Live,2019-12-11,USA Network,
15848,Taped,2000-03-11,lokale TV Sender (USA),
328572,Taped,2021-12-31,Fox Sports 1,
8909,Live,2003-12-14,Spike TV,
196630,Live,2018-04-01,Dragon Gate Network,
13240,Taped,1993-10-30,lokale TV Sender (USA),
140082,Live,2015-11-06,niconico.jp / GAORA TV,
262943,Taped,1998-10-18,Samurai! TV,
367397,Taped,1978-01-28,lokale TV Sender (USA),
101186,,,,
3690,Taped,2005-08-26,TNAwrestling.com,
134087,Taped,1972-10-22,,
123553,Taped,1968-11-23,,
230003,Live,2019-05-03,NJPWWorld.com,
16636,Taped,1989-01-29,lokale TV Sender (USA),
126088,Taped,1966-11-05,,
67715,Taped,1994-02-05,TV Asahi,
44121,Taped,1998-07-25,TBS,
89603,Taped,2012-12-26,ion Television,
18511,Live,1986-05-19,MSG Network,
102992,Live,2013-11-01,WWNLive.com,
1699,Live,1999-02-08,TNT,5.7
326755,Taped,1993-05-08,TBS,
153065,Taped,2016-05-06,WWE Network,
164097,Live,2016-11-06,niconico.jp,
170685,Taped,1984-04-21,,
342356,Live,2022-08-20,FITE TV,
273503,Taped,2020-06-11,Hulu,
89995,Taped,2012-12-21,WWE.com,
368898,Taped,2023-06-13,YouTube.com,
51716,Taped,2004-02-29,Televisa Deportes,
294475,Taped,2020-10-27,Wrestle Universe,
39475,Live,2009-05-19,Sci Fi Channel,
2516,Live,2004-02-02,Spike TV,3.7
64206,Taped,2011-06-02,Samurai! TV,
106615,Taped,2014-01-31,Syfy,
149680,Taped,1992-09-05,lokale TV Sender (USA),
365222,Taped,2023-04-23,Samurai! TV,
225694,Live,2019-03-10,Samurai! TV,
243902,Live,2019-10-11,FOX,
47459,Taped,1997-07-24,lokale TV Sender (USA),
350083,Live,2022-08-21,Gaora TV,
304460,,,,
124457,Taped,1964-10-12,,
131075,Taped,1970-12-26,,
370298,Taped,2023-07-13,Hulu,
293660,Live,2020-10-17,AJPW.tv,
181371,Live,2017-08-08,WWE Network,
180849,Live,2017-08-01,NJPWWorld.com,
338242,Live,2022-03-12,AJPW.tv,
390929,Taped,1990-06-02,,
358552,Taped,2023-01-26,Hulu,
166846,Taped,2016-12-29,Hulu,
79743,Taped,2012-05-12,Fox Sports,
5694,Taped,,Nippon TV,
145351,Live,1949-10-25,WDAF-TV,
127250,Live,2015-04-06,USA Network,
169679,Taped,2017-02-11,lokale TV Sender (USA),
1351,,,,
2426,Live,,,
9779,Taped,2001-12-02,BS Asahi,
7982,Taped,2006-09-15,UPN,1.0
123377,Live,2015-01-18,niconico.jp / GAORA TV,
233282,Live,2019-07-04,Dragon Gate Network,
169129,Live,2017-01-20,ClaroSports.com,
47897,Taped,,TV Asahi,
72822,Taped,1963-10-19,,
207899,Live,2018-09-04,AbemaTV,
215481,Live,2018-11-17,DDTuniverse.com,
294365,Taped,,,
125678,Live,2015-02-28,niconico.jp,
88062,Taped,2012-11-14,ion Television,
209350,Taped,,,
231806,Taped,1991-08-04,,
139185,Taped,1982-01-03,,
11486,Taped,2004-04-03,lokale TV Sender (USA),
312367,Taped,2021-07-01,Hulu,
221529,Taped,2019-01-18,beIN SPORTS (USA),
47312,Taped,1995-12-05,lokale TV Sender (USA),
78501,Taped,1985-02-16,Nippon TV,
238143,Taped,2014-12-10,DragonGateStudio.com,
68937,Taped,1981-01-04,,
361657,Taped,2023-02-14,Reelz,
206627,Taped,1984-01-07,,
51336,Taped,2003-05-04,Televisa Deportes,
16720,Live,1989-04-02,,
166256,Live,2016-12-09,ClaroSports.com,
54269,Taped,2006-10-01,Galavision,
319327,Live,2021-07-22,Dragon Gate Network,
18398,Taped,1983-06-04,lokale TV Sender (USA),
253742,Taped,2020-02-06,Hulu,
9497,Taped,2001-11-04,MTV,
347019,Live,2022-08-31,TBS,
33860,Taped,1992-06-06,lokale TV Sender (USA),
96574,Taped,,Nippon TV,
294675,Taped,2020-11-06,WWE Network,
122770,Live,2015-02-14,NJPWWorld.com,
298547,Taped,2020-12-18,NJPWWorld.com,
33229,Taped,2008-08-09,CadenaTres,
82814,Taped,,TV Asahi,
129489,Taped,2010-02-04,TNAwrestling.com,
53639,Taped,2005-12-25,Televisa Deportes,
122613,Taped,2014-12-27,CadenaTres,
373873,Live,2023-10-25,TBS,
299386,Live,2020-12-26,Wrestle Universe,
75058,Taped,2012-02-12,Televisa Deportes,
17372,Taped,1991-10-13,lokale TV Sender (USA),
356008,Live,2023-03-03,TNT,
229682,Live,2019-04-26,Twitch.tv,
141059,Taped,1982-04-10,lokale TV Sender (USA),
12394,Live,2007-07-09,USA Network,3.4
5258,Live,2006-01-11,Nippon TV / G+,
158450,Live,2016-07-24,Samurai! TV,
239249,Live,2019-09-03,USA Network,
316285,Taped,1990-09-22,TBS,
