event_id,broadcast_type,broadcast_date,tv_station_network,tv_rating
234890,Live,2019-07-26,Marca,
154294,Taped,,,
36898,Taped,1995-06-17,lokale TV Sender (USA),
335727,Taped,2022-03-24,BT Sport,
72641,Taped,2011-12-16,Gaora TV,
150602,Taped,2016-04-12,POP TV,
100672,Taped,2013-01-29,lokale TV Sender (USA),
350603,Live,1958-04-03,,
296093,Live,2020-12-11,NJPWWorld.com,
13739,Taped,1990-04-07,lokale TV Sender (USA),
48775,,,lokale TV Sender (USA),
56514,Taped,,NET TV,
252585,Live,2020-04-19,AbemaTV,
123739,Taped,1965-08-07,,
101304,Taped,2013-10-01,Samurai! TV,
189926,Taped,1992-09-28,USA Network,1.8
10260,,,,
100626,Taped,,Nippon TV,
170462,Live,2017-03-07,WWE Network,
14465,Taped,1992-04-11,lokale TV Sender (USA),
348057,Live,2022-08-22,USA Network,
58149,Live,2010-11-23,PPV Sender,
343536,Live,2022-07-10,independentwrestling.tv,
3308,Taped,2005-06-15,Samurai! TV,
218060,Live,2018-12-14,beIN SPORTS (USA),
85801,Taped,1991-07-06,TBS,
84776,Taped,2002-10-05,Televisa Deportes,
114899,Taped,2014-08-07,WWE Network,
95929,Taped,2013-06-04,Gaora TV,
241858,Live,2019-09-25,USA Network,
160453,Taped,2016-09-03,Challenge TV,
37877,Taped,1999-06-05,TBS,1.4
90973,Taped,2013-02-01,Syfy,2.0
134911,Taped,1973-03-24,,
136927,Taped,2015-09-05,52MX,
96073,Taped,1984-04-14,Nippon TV,
9454,Taped,2003-04-13,TNN,
232276,Taped,2019-06-23,Samurai! TV,
47280,Taped,1995-05-30,lokale TV Sender (USA),
77132,Live,2012-03-26,USA Network,3.04
17620,Taped,1993-02-28,lokale TV Sender (USA),
146022,Taped,2016-01-27,WWE Network,
184183,Taped,2017-09-28,Hulu,
68732,Live,2012-01-04,TV Asahi,
208078,Live,1985-02-23,,
64760,Taped,1980-09-28,ESPN,
114142,Taped,2014-07-05,52MX,
253755,Taped,1978-03-25,,
76096,Taped,2012-03-02,Syfy,2.0
260919,Taped,2020-04-07,AXS TV,
26465,Taped,,Gaora TV,
368762,Live,2023-06-11,AJPW.tv,
78227,Taped,2012-04-18,WWE.com,
236648,Live,2019-10-06,WWE Network,
209240,Live,2018-09-18,Dragon Gate Network,
195623,Live,2018-03-17,Twitch.tv,
164010,Live,2016-11-08,niconico.jp,
11929,Taped,,Gaora TV,
41728,Taped,,TV Asahi,
339234,Live,2022-03-27,BS-SPTV,
129594,Taped,1970-03-14,,
383304,Taped,1991-05-18,,
47269,Taped,1995-02-21,lokale TV Sender (USA),
17867,Taped,1994-06-12,lokale TV Sender (USA),
197777,Live,2018-04-23,Samurai! TV,
185479,,,,
307848,Taped,2020-07-19,beIN SPORTS (USA),
165538,Live,2016-12-02,ClaroSports.com,
309952,Taped,2021-04-30,NJPWWorld.com,
62121,Taped,2011-04-16,Samurai! TV,
336289,Taped,2022-02-08,YouTube.com,
363932,Live,2023-05-28,WWE Network,
394316,Taped,1981-08-29,lokale TV Sender (USA),
347089,Live,2022-10-14,AbemaTV,
4193,Live,1999-06-14,TNT,3.2
28944,Live,1981-04-18,PRISM Network,
100825,Taped,,Nippon TV,
11857,Taped,2006-11-03,lokale TV Sender (USA),
209107,Live,2018-09-16,WWE Network,
103762,Taped,,Nippon TV,
3376,Taped,1996-07-22,USA Network,2.2
46305,Taped,2009-12-31,Spike TV,0.6
58958,Live,2011-02-13,PPV Sender,
326007,Taped,1993-01-02,TBS,
121186,Live,2014-12-20,TV Asahi 2,
175748,Taped,1982-08-29,,
137546,Live,2015-09-26,Samurai! TV,
124792,Taped,1965-11-27,,
98662,Live,2013-08-04,Samurai! TV,
81577,,,,
294676,Taped,2020-11-13,WWE Network,
9728,Taped,,TV Asahi,
163386,Live,2016-10-30,YouTube.com,
315723,Taped,1990-07-22,TBS,
308890,Taped,2021-04-25,YouTube.com,
52911,Taped,2005-02-13,Televisa Deportes,
36057,Taped,1998-08-01,lokale TV Sender (USA),
76721,,,,
339974,Live,2022-04-09,AJPW.tv,
41703,Taped,1997-06-06,TV Asahi,
154203,Live,2016-05-22,WWE Network,
347815,Taped,2022-07-24,YouTube.com,
329904,Taped,,Nippon TV,
37107,Taped,2009-04-03,MyNetworkTV,
86444,,,,
3569,Taped,1995-01-15,Syndication,
64510,Taped,,,
127964,Taped,1969-01-11,,
56604,Live,2010-10-11,TV Asahi,
330965,Taped,2007-09-07,Spike TV,
261673,Taped,,,
12905,Taped,2007-08-07,Samurai! TV,
140828,Taped,2015-11-26,Samurai! TV,
203372,Live,2018-07-24,USA Network,
10224,Taped,2003-02-02,MTV,
320257,Live,2021-08-24,Samurai! TV,
9693,Taped,2002-09-01,BS Asahi,
173739,Taped,1981-07-12,,
17493,Taped,2007-12-10,lokale TV Sender (USA),
244139,Taped,,,
298341,Taped,2020-12-09,TNT,
122391,Taped,1968-02-10,,
386261,Taped,1997-11-29,,
46853,Taped,,TV Asahi,
353539,Taped,2022-12-23,TNT,
162447,Taped,,KPLR,
361175,Taped,2023-04-28,TNT,
156266,Taped,2016-06-25,Samurai! TV,
88947,Taped,2004-03-06,Galavision,
156710,Taped,2016-06-25,lokale TV Sender (USA),
305365,Live,2021-03-06,AJPW.tv,
112890,Taped,1995-11-04,TBS,
122885,Taped,1968-04-27,,
2623,Live,,Spike TV,3.6
53173,Taped,2010-07-16,Samurai! TV,
160479,Live,2016-11-19,WWE Network,
143167,Taped,2015-12-22,Samurai! TV,
151721,Taped,2016-04-23,52MX,
165746,Live,2016-12-06,USA Network,
307866,Taped,2020-11-15,beIN SPORTS (USA),
266074,Taped,2020-05-08,FOX,
19858,Taped,1986-07-19,lokale TV Sender (USA),
357078,Taped,2022-12-06,Wrestle Universe,
299168,Live,2021-01-11,USA Network,
199308,Live,2018-05-26,ROHWrestling.com,
36889,Taped,1995-04-01,lokale TV Sender (USA),
80337,Taped,2012-05-29,,
21279,Taped,2002-10-26,Gaora TV,
117351,Taped,2014-09-13,52MX,
127814,Taped,2015-04-16,Syfy,
146821,Taped,2016-02-10,WWE Network,
345567,Live,2022-08-24,TBS,
17689,Taped,1993-07-11,lokale TV Sender (USA),
41836,Live,2005-09-11,,
373668,Taped,1984-02-11,lokale TV Sender (USA),
365577,Live,2023-04-18,YouTube.com,
312394,Taped,2021-07-16,WWE Network,
383157,Taped,1979-05-26,lokale TV Sender (USA),
266574,Live,2020-06-14,WWE Network,
206679,Taped,1984-03-24,,
291958,Live,2020-10-05,USA Network,
41606,Live,1987-06-06,NESN,
67406,Taped,2011-08-24,,
253396,Live,2020-01-30,DDTuniverse.com,
359746,Taped,2023-01-12,Pro Wrestling TV,
363117,Live,2023-07-15,TNT,
213914,Live,2018-11-03,NJPWWorld.com,
337430,Taped,2022-02-26,Space,
8530,Live,1999-07-25,USA Network,4.1
341562,Live,2022-04-24,Wrestle Universe,
56567,Taped,2010-09-26,Samurai! TV,
235837,Live,2019-08-04,G+,
9138,Taped,2006-11-24,The CW,2.5
181372,Taped,2017-08-10,Hulu,
311351,Live,2021-05-09,Samurai! TV,
4043,Live,1992-11-18,TBS,3.2
6428,Taped,1987-12-05,lokale TV Sender (USA),
162927,Taped,1960-11-05,KPLR,
292517,Live,2020-10-03,PPV Sender,
132988,Live,2015-07-02,nicovideo.jp,
238283,Live,2019-08-25,DDTuniverse.com,
21925,Taped,,,
136752,Taped,1973-12-15,,
145598,Taped,2016-01-16,52MX,
47282,Taped,1995-06-13,lokale TV Sender (USA),
71037,Taped,2011-10-29,lokale TV Sender (USA),
381947,Live,2024-03-27,TBS,
13337,Taped,2007-09-01,Samurai! TV,
316380,Taped,1990-10-06,,
328591,Live,2021-12-14,USA Network,
4206,Live,1999-08-23,TNT,2.9
182957,Taped,,Samurai! TV,
257431,Live,2020-03-13,WWE Network,
110211,Live,2014-07-31,Samurai! TV,
20200,Live,,Sci Fi Channel,1.3
128821,Taped,1969-08-30,,
47284,Taped,2010-01-28,Spike TV,1.4
200585,Taped,2018-06-20,DDTuniverse.com,
181001,Taped,2017-08-03,Hulu,
45941,Taped,1994-10-30,Televisa Deportes,
339401,Live,2022-06-08,TBS,
83181,Live,1988-07-09,NESN,
377809,Taped,2023-10-12,AXS TV,
362767,Taped,1983-03-12,,
41995,Taped,2002-03-25,Sports-i ESPN,
181765,,,,
53974,Taped,2010-07-23,MyNetworkTV,
48296,Taped,,,
55967,Taped,1994-04-02,,
43392,Taped,,TV Asahi,
136930,Taped,2015-08-01,CadenaTres,
359370,Taped,2023-01-17,YouTube.com,
16719,Taped,1989-04-09,lokale TV Sender (USA),
13625,Taped,1989-06-17,lokale TV Sender (USA),
77504,Taped,1995-07-29,TBS,
48716,Taped,1997-11-03,Televisa Deportes,
149678,Taped,1992-08-22,TBS,
10704,Taped,2007-04-01,Televisa Deportes,
135320,Taped,2015-08-18,Samurai! TV,
60873,Taped,,TV Asahi,
85337,Live,2013-03-02,ROHWrestling.com,
361992,Live,2023-04-07,FOX,
282986,Taped,2020-07-29,Wrestle Universe,
394863,Taped,1996-03-16,Syndication,
360841,Taped,1998-08-09,TBS,
47311,Taped,1995-12-12,lokale TV Sender (USA),
18393,Taped,1983-04-30,lokale TV Sender (USA),
33531,Live,2009-01-02,Samurai! TV,
47878,Taped,1996-12-01,Televisa Deportes,
300165,Taped,,Televisa Deportes,
34996,Taped,1994-05-21,lokale TV Sender (USA),
14331,Taped,2007-09-24,TheSuperstation.tv,
368612,Live,2023-07-29,TNT,
43708,Live,1988-01-09,PRISM Network,
107656,Taped,2014-02-28,Syfy,
362737,Taped,2023-03-14,YouTube.com,
103330,Taped,,Nippon TV,
13493,Taped,2000-09-01,TNN,
192775,Live,2018-02-03,Samurai! TV,
77047,Taped,,Wakayama TV,
123754,Taped,1965-08-16,,
343638,Live,2022-07-15,FITE TV,
278891,Live,2020-07-26,FITE TV,
168340,Live,2017-01-24,USA Network,
227195,Live,2019-04-14,ROHWrestling.com,
302689,Live,2021-03-03,TNT,
40463,Taped,2009-06-18,Spike TV,1.2
252695,Taped,1992-11-21,TBS,
53317,Taped,2010-07-25,Televisa Deportes,
13341,Live,2007-08-27,,
33010,Taped,2008-04-26,CadenaTres,
291574,Live,2020-09-25,WWE Network,
184600,Live,2017-10-02,YouTube.com,
102847,Taped,,Nippon TV,
2468,Live,2003-09-22,Spike TV,3.6
197423,Live,2018-06-29,PPV Sender,
15923,Taped,2000-07-29,lokale TV Sender (USA),
86333,Taped,2012-10-19,Syfy,2.0
303769,Taped,2021-02-22,YouTube.com,
58525,Taped,2010-12-14,Samurai! TV,
123556,Taped,1968-11-30,,
156124,,,,
68016,Taped,2011-08-23,WWE.com,
145594,Taped,2015-12-19,52MX,
101234,Taped,,Nippon TV,
47783,Taped,1996-08-05,Televisa Deportes,
16557,Taped,2003-01-11,Gaora TV,
308077,Taped,,Televisa Deportes,
391282,Taped,1990-03-03,,
181784,Taped,2000-07-26,Samurai! TV,
7522,Taped,2000-11-08,TBS,2.0
18587,Live,1990-10-19,,
135770,Taped,1973-09-15,,
21252,Taped,1993-11-02,SportsChannel Philadelphia,
344215,Taped,2022-06-02,YouTube.com,
336947,Live,2022-02-23,Wrestle Universe,
55918,Taped,1978-09-30,,
48727,Taped,1998-01-26,Televisa Deportes,
161947,Taped,1994-08-21,USA Network,
221035,Taped,2019-01-23,DDTuniverse.com,
133102,Taped,2015-07-04,lokale TV Sender (USA),
329073,Taped,2021-11-25,BT Sport,
94411,Taped,2013-04-06,52MX,
97884,Taped,2000-04-13,lokale TV Sender (USA),
239811,Taped,2019-09-15,Samurai! TV,
370304,Live,2023-07-21,Fox Sports 1,
5996,Live,2006-03-17,,
66220,Taped,2011-07-09,52MX,
185708,Live,2017-10-24,USA Network,
375311,Live,2023-09-07,Dragon Gate Network,
297375,Taped,2020-11-24,YouTube.com,
55710,Taped,2010-08-29,Televisa Deportes,
305822,Live,2021-03-13,,
124493,Taped,1964-11-30,,
358267,Taped,2022-12-20,FITE TV,
319270,Taped,1989-11-10,TBS,
293193,Taped,,,
82093,Live,2012-10-14,PPV Sender,
336567,Live,2022-03-10,NJPWWorld.com,
363380,Live,2000-10-22,MTV,
136896,Taped,2015-09-12,nicovideo.jp,
161656,Taped,,TBS,
91377,Taped,1998-11-26,lokale TV Sender (USA),
8459,Live,1975-12-06,Nippon TV,
174030,Live,2017-05-02,WWE Network,
258845,Taped,2020-04-08,USA Network,
16792,Taped,1989-09-17,lokale TV Sender (USA),
95372,Live,2013-06-22,TV Asahi,
17797,Taped,2008-02-14,Spike TV,1.1
333209,Live,2022-01-07,FOX,
12303,Taped,2007-07-03,Sci Fi Channel,1.2
60237,Taped,,TV Asahi,
45700,Taped,2010-01-04,Gaora TV,
57117,Taped,2010-11-04,Spike TV,1.2
313219,Taped,2021-06-01,Wrestle Universe,
54530,Taped,1994-07-02,TBS,
131441,Taped,2015-06-03,Destination America,
144171,Taped,1980-01-12,lokale TV Sender (USA),
178765,Taped,2017-05-08,lokale TV Sender (Canada),
18908,Taped,,lokale TV Sender (USA),
27720,Taped,,,
11254,Live,2007-05-13,,
252689,Taped,1992-10-10,TBS,
257019,Live,2020-03-08,WWE Network,
195363,Live,2018-03-14,DDTuniverse.com,
344214,Taped,2022-06-02,AXS TV,
258711,Taped,2020-03-31,Samurai! TV,
165187,Live,2016-11-29,YouTube.com,
117885,Taped,2014-09-25,WWE Network,
228455,Taped,1988-02-28,,
6526,,,,
98527,Taped,2013-07-13,Televisa Deportes,
329195,Live,2021-11-20,Wrestle Universe,
251938,Taped,2020-01-11,Fight Network,
64707,Taped,1992-05-10,Televisa Deportes,
34521,Taped,1994-02-19,lokale TV Sender (USA),
49230,Taped,2010-03-23,Syfy,0.9
18572,Live,1988-11-26,MSG Network,
346068,Taped,2022-09-23,TNT,
139127,Taped,1982-03-20,,
170131,Taped,2017-03-17,Gaora TV,
76177,Taped,2012-03-03,lokale TV Sender (USA),
84470,Taped,2002-04-27,Televisa Deportes,
349622,Taped,2022-10-07,FITE TV,
36866,Live,1985-04-27,PRISM Network,
79331,Taped,2012-05-04,Samurai! TV,
275280,Taped,2020-06-18,BT Sport,
336471,Live,2022-02-16,niconico.jp,
269682,Taped,2020-05-26,YouTube.com,
222865,Live,2019-02-10,,
77850,Live,2012-04-12,Gaora TV,
125784,Taped,2015-03-06,WWE Network,
88485,Taped,2012-11-03,Fox Sports,
103462,Live,2013-12-08,TV Asahi,
50326,Taped,2010-05-10,Gaora TV,
78495,Taped,1997-03-01,Televisa Deportes,
93000,Taped,2013-03-09,,
318079,Live,2021-07-18,WWE Network,
207961,Taped,1992-05-24,TBS,
180454,Taped,1985-01-20,,
77352,Taped,1991-02-02,,
118968,,,,
324847,Live,2021-11-13,FITE TV,
367400,Taped,1978-02-18,lokale TV Sender (USA),
1239,,,,
110039,Taped,2014-04-19,52MX,
184186,Taped,2017-09-23,Samurai! TV,
66859,Taped,2011-08-10,,
394233,Taped,1981-06-20,lokale TV Sender (USA),
147300,Live,2016-03-12,WWE Network,
361108,Taped,2023-02-07,YouTube.com,
53464,Taped,2005-08-28,Televisa Deportes,
41604,Taped,1997-03-29,TV Asahi,
70812,Taped,2011-10-27,WWE.com,
70638,Taped,2011-10-15,Fox Sports,
169409,Live,2017-02-14,WWE Network,
58384,Taped,2010-12-06,HDNet,
121429,Taped,2014-12-06,CadenaTres,
144692,Taped,1977-04-30,,
126076,Taped,1966-10-22,,
40563,Taped,,Samurai! TV,
210645,Taped,2018-10-03,WWE Network,
15186,Live,2006-02-04,,
47323,Taped,1996-02-20,lokale TV Sender (USA),
317695,Live,2021-08-09,USA Network,
181539,Live,2017-08-12,DDTuniverse.com,
83040,Taped,2012-08-03,Syfy,1.9
70294,Taped,2011-10-22,KDOC-TV,
318780,Live,2022-01-01,WWE Network,
23074,Live,2003-09-06,SKY PerfecTV!,
365381,Live,2023-04-16,Dragon Gate Network,
49291,Taped,2010-03-29,Spike TV,0.6
124974,Taped,2015-02-14,Fox Sports,
174649,Taped,1981-10-11,,
313095,Live,2021-05-27,Wrestle Universe,
60242,Taped,,TV Asahi,
4112,Taped,2005-10-01,WWE.com,
18350,Taped,1986-03-01,lokale TV Sender (USA),
233186,Taped,2020-04-25,Samurai! TV,
352562,Taped,1980-10-25,,
48655,Taped,2010-03-07,Televisa Deportes,
319667,Taped,1989-04-09,TBS,
350610,Live,1958-04-10,,
18063,Taped,1984-04-07,lokale TV Sender (USA),
284370,Taped,2020-08-10,YouTube.com,
39004,Taped,1986-11-03,USA Network,
376582,Live,2023-11-20,USA Network,
352228,Taped,1995-05-06,TBS,
1761,Live,1989-08-28,PPV Sender,
77686,Live,2012-05-03,TV Asahi,
89192,Taped,2004-04-03,Galavision,
272043,Taped,2020-06-09,YouTube.com,
111033,Live,2014-09-21,WWE Network,
123782,Taped,2015-01-30,Nippon TV,
306432,Live,2021-04-10,NJPWWorld.com,
22767,Taped,2008-06-27,The CW,2.5
253650,Live,2020-02-02,DDTuniverse.com,
293737,Live,1960-08-04,,
243670,Live,2019-10-09,niconico.jp,
247511,Live,2019-11-18,NJPWWorld.com,
394943,Taped,1983-04-09,lokale TV Sender (USA),
331830,Live,2021-12-18,Samurai! TV,
5910,Live,2003-01-10,Nippon TV / G+,
121424,Taped,2014-12-06,52MX,
17058,Taped,1990-12-23,lokale TV Sender (USA),
362325,Live,2023-02-27,AJPW.tv,
47097,Taped,1995-12-23,Televisa Deportes,
9697,Taped,2001-08-26,BS Asahi,
324512,Taped,2021-10-29,WWE Network,
172807,Taped,2017-04-20,niconico.jp,
37977,Taped,1996-01-14,Televisa Deportes,
299175,Taped,2021-01-28,Hulu,
195250,Taped,2018-03-08,Fight Network,
36090,Taped,1994-11-05,lokale TV Sender (USA),
46235,Taped,2010-01-24,Televisa Deportes,
279998,Live,2020-07-06,Wrestle Universe,
132810,Taped,1971-11-20,,
128639,Taped,2015-04-25,lokale TV Sender (USA),
180739,Taped,2016-12-09,AXS TV,
123197,Taped,2015-01-10,Televisa Deportes,
17320,Taped,1991-07-14,lokale TV Sender (USA),
298446,Live,2020-12-04,Dragon Gate Network,
204935,Taped,1993-05-08,USA Network,
43182,Taped,2009-09-18,Samurai! TV,
8897,Taped,2000-06-11,USA Network,
15621,Taped,1994-08-20,lokale TV Sender (USA),
59090,Taped,2011-01-31,Gaora TV,
272516,Taped,,,
203746,Live,2018-07-27,Claro Sports,
246057,Live,2019-11-03,NJPWWorld.com,
35274,Live,2009-09-13,PPV Sender,
45178,Taped,,Gaora TV,
137509,Taped,2016-09-29,Gaora TV,
33866,Taped,1992-07-18,lokale TV Sender (USA),
138632,Taped,2015-10-10,CadenaTres,
54458,Taped,2010-08-11,Samurai! TV,
66847,Taped,2011-08-06,Samurai! TV,
260565,Live,2020-04-04,Dragon Gate Network,
217086,,,,
330092,Taped,2021-12-01,Wrestle Universe,
123127,Taped,2015-01-17,nicovideo.jp,
42363,Taped,2009-08-04,Syfy,1.25
102449,Taped,2014-01-10,PPV Sender,
138051,Taped,2015-09-26,CadenaTres,
232365,Live,2019-08-04,NJPWWorld.com,
342369,Live,2022-07-13,TBS,
1690,Live,1998-12-21,TNT,4.0
239752,Taped,2019-09-06,Pursuit Channel,
309219,Taped,2021-06-03,BT Sport,
66044,Taped,1992-10-31,Televisa Deportes,
324740,Live,2022-01-29,WWE Network,
209150,Live,2018-09-17,AJPW.tv,
240822,Live,2019-09-11,AJPW.tv,
104524,Taped,2013-12-04,ion Television,
36633,Live,2009-03-23,USA Network,3.5
47023,Taped,1995-09-16,Televisa Deportes,
25289,Taped,2008-07-28,TheSuperstation.tv,
92680,Taped,2013-03-06,TVC Deportes,
74304,Taped,,TV Asahi,
361197,Taped,2023-02-07,Reelz,
74110,Taped,2012-03-10,lokale TV Sender (USA),
94337,Taped,2013-04-05,WWE.com,
3808,Taped,1998-07-25,Syndication,
335713,Live,2022-03-15,USA Network,
133319,Taped,2014-09-24,Challenge TV,
362548,Taped,2023-03-07,,
3422,Taped,1996-11-04,USA Network,2.3
57184,Taped,1965-10-23,,
10211,Taped,2002-11-10,MTV,
8448,Taped,1999-03-21,USA Network,4.15
182731,Taped,,Samurai! TV,
43006,Live,1987-11-07,NESN,
168496,Taped,2016-12-21,Sony SIX,
355005,Live,2022-11-14,USA Network,
112011,Taped,2014-06-02,TVC Deportes,
324338,Taped,2021-09-21,YouTube.com,
49408,Taped,1999-04-25,Televisa Deportes,
55951,Taped,,TV Asahi,
166639,Taped,,niconico.jp,
154964,Taped,2016-06-01,Hulu,
390924,Taped,1990-05-19,Syndication,
79589,Taped,2012-05-09,lokale TV Sender (USA),
8489,Taped,,Nippon TV,
136098,Taped,2015-08-19,Destination America,
59917,Taped,,,
391255,Taped,2002-10-05,lokale TV Sender (USA),
88087,Taped,2003-10-24,Televisa Deportes,
206623,Taped,1983-12-17,,
315136,Live,2021-09-22,TNT,
201492,Taped,,AXS TV,
86067,Live,2012-10-11,Spike TV,0.9
9680,Live,2006-12-22,PPV Sender,
39661,Taped,,PRISM Network,
42058,Taped,2002-06-24,Sports-i ESPN,
204434,Live,2018-08-02,DDTuniverse.com,
94433,Live,2013-04-11,Spike TV,0.9
85697,Taped,2012-10-05,Syfy,1.7
14271,Taped,1999-10-02,lokale TV Sender (USA),
1573,Live,1994-01-27,TBS,3.5
36634,Taped,2009-03-24,Sci Fi Channel,
244730,Live,2019-10-20,PPV Sender,
7407,Live,2006-08-06,J-SPORTS ESPN,
9495,Live,2001-10-21,MTV,
287282,Live,2020-10-10,FITE TV,
309212,Live,2021-06-01,USA Network,
227590,Live,2019-03-31,DDTuniverse.com,
82965,Taped,,,
312387,Live,2021-06-29,USA Network,
366119,Live,2006-02-03,WWE.com,
36899,Taped,1995-06-24,lokale TV Sender (USA),
370303,Taped,2023-07-20,Hulu,
46258,Live,2004-05-22,,
149296,Taped,1992-08-01,TBS,
83575,Taped,,MSG Network,
129259,Taped,1970-02-28,,
11821,Taped,2006-03-31,lokale TV Sender (USA),
383613,Taped,1979-06-30,lokale TV Sender (USA),
3127,Taped,,TV Asahi,
128836,Taped,1969-10-04,,
48057,Taped,,TV Asahi,
36172,Taped,1999-04-10,lokale TV Sender (USA),
333360,Taped,2021-12-31,lokale TV Sender (USA),
84540,Taped,2002-07-06,Televisa Deportes,
37327,,,lokale TV Sender (USA),
68275,Taped,2011-08-27,52MX,
349981,Taped,2022-08-24,Wrestle Universe,
32347,Taped,,USA Network,
114440,Taped,2014-07-27,TVC Deportes,
182129,Taped,2003-01-08,Samurai! TV,
46057,Taped,2009-12-18,MyNetworkTV,2.1
322539,Taped,2021-09-10,NJPWWorld.com,
12621,Taped,1995-01-15,TBS,
365552,Taped,2023-04-27,ROHWrestling.com,
10108,Taped,2002-06-02,MTV,
121090,Taped,1965-01-18,,
16060,Taped,2008-01-04,The CW,2.9
2965,Live,,USA Network,5.8
394178,Taped,1981-04-11,lokale TV Sender (USA),
331,,,,
307825,Taped,,MVS TV,
121104,Taped,1965-02-08,,
13751,,,,
42602,Taped,2009-08-14,MyNetworkTV,1.7
125237,Taped,1966-03-07,,
78214,Taped,1994-01-18,TBS,
56339,Taped,1992-10-10,,
197427,Taped,2018-09-08,lokale TV Sender (USA),
16746,Taped,1989-07-02,lokale TV Sender (USA),
150557,Live,2016-04-11,USA Network,
76423,Taped,2012-03-18,Samurai! TV,
161270,Taped,,niconico.jp,
25097,Taped,1994-11-13,Syndication,
324748,Live,2021-09-29,Samurai! TV,
218024,Taped,2018-11-24,lokale TV Sender (USA),
161846,Taped,2016-12-24,Fight Network,
59546,Taped,2011-01-20,Samurai! TV,
202147,Live,2018-07-10,WWE Network,
49810,Taped,2010-04-09,MyNetworkTV,
326596,Taped,2021-10-20,YouTube.com,
7174,Taped,2006-07-21,UPN,
80830,Taped,1991-04-06,WGN,
50173,Taped,2002-03-31,Televisa Deportes,
325807,Live,2021-10-09,Dragon Gate Network,
62639,Taped,2011-04-03,Televisa Deportes,
345142,Taped,2022-06-14,YouTube.com,
76040,Taped,,TV Asahi,
38898,Live,2009-05-04,USA Network,3.3
225902,Taped,2019-03-13,DDTuniverse.com,
353635,Taped,2022-10-03,Wrestle Universe,
49003,Taped,1994-06-04,TV Asahi,
140163,Taped,1975-04-05,,
70773,Taped,2011-10-23,Samurai! TV,
157715,Taped,2016-08-15,niconico.jp,
79450,Taped,1991-02-03,TBS,
42748,Taped,2009-10-10,Fox Sports,
43230,Taped,2009-09-17,WGN,
60625,Live,2011-02-28,USA Network,3.8
98194,Taped,2012-12-12,TVC Deportes,
188641,Taped,1982-10-30,lokale TV Sender (USA),
205473,Live,2018-08-11,DDTuniverse.com,
10285,Live,2007-02-20,Sci Fi Channel,1.3
91804,Live,2013-03-03,Samurai! TV,
306434,Live,2021-04-13,AbemaTV,
64571,Taped,1980-07-13,ESPN,
325439,Taped,1992-09-26,lokale TV Sender (USA),
76279,Taped,2012-03-07,WWE.com,
208943,Live,2018-09-15,TV Asahi,
14403,Taped,1991-09-28,lokale TV Sender (USA),
81796,Taped,2000-11-04,Televisa Deportes,
4553,Taped,2001-07-19,UPN,3.9
12471,Taped,2000-02-19,TBS,
114116,,,,
158008,Live,2016-07-15,ClaroSports.com,
63329,Taped,2011-05-27,Gaora TV,
389554,Taped,2024-04-12,TNT,
126806,Live,2015-03-28,Samurai! TV,
303845,Taped,,MVS TV,
43051,Taped,1993-07-25,Televisa Deportes,
56757,,,,
69274,Taped,1994-01-08,Televisa Deportes,
16940,Taped,1990-07-15,lokale TV Sender (USA),
2629,Taped,2004-09-23,UPN,3.2
128530,Taped,2015-05-02,nicovideo.jp,
360847,Live,2023-02-17,FITE TV,
86242,Taped,,TV Asahi,
366136,Live,2006-10-06,WWE.com,
248644,Live,2019-12-01,DDTuniverse.com,
316127,Live,2021-06-26,AbemaTV,
139939,Live,2015-11-03,Samurai! TV,
9192,Live,2006-11-26,Nippon TV / G+,
38630,Taped,1999-07-03,lokale TV Sender (USA),
294672,Live,2020-11-13,FOX,
95669,Taped,2005-05-07,Galavision,
331606,Live,2022-03-01,TV Asahi,
72603,Taped,,Nippon TV,
328239,Live,2021-11-07,Wrestle Universe,
17999,Taped,1995-06-25,lokale TV Sender (USA),
58150,Taped,,TV Asahi,
304082,Taped,2021-02-25,Hulu,
117886,Taped,2014-10-02,WWE Network,
132341,Taped,1971-07-31,,
48268,Taped,2010-07-12,HDNet,
332754,Taped,2021-12-29,YouTube.com,
96629,Taped,2005-06-11,Galavision,
318473,Taped,2021-07-23,Wrestle Universe,
42331,Taped,2001-03-20,Sports-i ESPN,
231954,Live,2019-06-09,Twitch.tv,
221587,Live,2019-01-26,Twitch.tv,
65908,Taped,2011-07-02,Fox Sports,
152118,Live,2016-08-04,SXW,
219945,Live,2019-11-24,WWE Network,
282626,Taped,2020-07-28,Wrestle Universe,
128904,Taped,1969-12-06,,
294698,Taped,2020-10-27,YouTube.com,
355108,Taped,2022-11-06,Wrestle Universe,
367666,Taped,2023-06-01,ROHWrestling.com,
25358,Taped,2008-05-19,TheSuperstation.tv,
82048,Taped,2012-05-19,KDOC-TV,
13753,Taped,1990-05-26,lokale TV Sender (USA),
128120,Taped,1969-03-29,,
66864,Taped,,TV Asahi,
325613,Taped,2021-10-11,YouTube.com,
293184,Taped,,,
82782,Taped,2012-07-07,Televisa Deportes,
325440,Taped,1992-10-03,lokale TV Sender (USA),
126603,Taped,1967-03-25,,
29446,Taped,2008-04-27,Televisa Deportes,
32614,Taped,2008-12-25,Spike TV,1.0
66070,Taped,1980-12-20,,
46524,Taped,2009-10-24,Fox Sports,
5565,Live,,Nippon TV,
96722,Taped,,Nippon TV,
158841,Taped,2016-07-23,lokale TV Sender (USA),
